Fecha,Cliente,Producto/Servicio,Centro de Costo,Comprobante,Tipo,Codigo/SKU,Descripción del Producto,Observaciones,Moneda,Vendedor,Cantidad,Precio,Descuento,Importe Mon. Transacción,Importe Mon. Ppal.
2/1/2026,ORTEGA HERMANOS S A,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000784,Factura,,(383 USD   TC a 1495 al 02/01/2026),,Pesos Argentinos,,1,572585,0,572585,572585
2/1/2026,FLIEGL ARGENTINA S.R.L.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000767,Factura,,(350 USD    TC a 1495 al 02/01/2026),Bonifica atención al cliente,Pesos Argentinos,,1,523250,0,523250,523250
2/1/2026,MORERO SEMILLAS Y CEREALES S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000774,Factura,,(345 USD TC a 1495 al 02/01/2026),,Pesos Argentinos,,1,515775,0,515775,515775
2/1/2026,INDAR CAMPOS S.R.L.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000764,Factura,,(300 USD    TC a 1495 al 02/01/2026),,Pesos Argentinos,,1,448500,0,448500,448500
2/1/2026,JUAN ANGEL CHAGALJ,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000768,Factura,,(300 USD    TC a 1495 al 02/01/2026),Bonifica atención al cliente,Pesos Argentinos,,1,448500,0,448500,448500
2/1/2026,FER SEM S A C A I F Y M,Soluciones Financieras - Tajetas Mastercard,Licencia,A-00007-00000781,Factura,,(260 USD    TC a 1495 al 02/01/2026),,Pesos Argentinos,,1,388700,0,388700,388700
2/1/2026,TIERRA GREDA S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000773,Factura,,(250 USD    TC a 1495 al 02/01/2026),,Pesos Argentinos,,1,373750,0,373750,373750
2/1/2026,ORTEGA HERMANOS S A,Mercado de Granos - Calculadora de negocios,Licencia,A-00007-00000784,Factura,,(230 USD    TC a 1495 al 02/01/2026),,Pesos Argentinos,,1,343850,0,343850,343850
2/1/2026,CEREALES QUEMU S A,Logística - Integración MUVIN / ALGORITMO,Licencia,A-00007-00000789,Factura,,(200USD TC a 1495 al 02/01/2026),,Pesos Argentinos,,1,299000,0,299000,299000
2/1/2026,GAVIGLIO COMERCIAL S. A.,Sustentabilidad - Integración Ciampagna,Licencia,A-00007-00000786,Factura,,(200USD   TC a 1495 al 02/01/2026),,Pesos Argentinos,,1,299000,0,299000,299000
2/1/2026,ORTEGA HERMANOS S A,Legajo Digital y Firma Electrónica - Onboarding,Licencia,A-00007-00000784,Factura,,(123 USD    TC a 1495 al 02/01/2026),,Pesos Argentinos,,1,183885,0,183885,183885
2/1/2026,MAS AGRO CENTRO S.A.S.,Marketing - Gestión de Pedidos,Licencia,A-00007-00000783,Factura,,(65 USD    TC a 1495 al 02/01/2026),,Pesos Argentinos,,1,97175,0,97175,97175
31/12/2025,INDECAR MAQUINARIAS S.A.,CRM-CRM Ampliado,Fee Inicial,A-00007-00000753,Factura,,Fee Inicial - CRM 35.000 USD + IVA ,"Fee Inicial - CRM
La presente factura expresa una obligacin en U$S. La misma se dar por cancelada mediante la entrega de
U$D 35.000 + IVA su equivalente en pesos considerando el tipo de cambio vendedor de cierre del BNA da
pago.
CANCELAR LA PRESENTE FACTURA MEDIANTE TRANSFERENCIA BANCARIA:
ALTERNATIVAS INTELIGENTES SA
CUIT: 33-71551475-9
SANTANDER RIO
Cuenta Corriente en PESOS NRO 408-001329/1
CBU: 0720408520000000132918
ALIAS: CARTEL.NUCLEO.CUPULA",Dólares,,1,35000,0,35000,50925000
31/12/2025,INDECAR MAQUINARIAS S.A.,CRM-CRM Ampliado,Customizaciones,A-00007-00000754,Factura,,Customizaciones - Parte 1 - Anticipo 50% 7.500 USD + IVA,"Customizaciones - Parte 1 - Anticipo 50%
La presente factura expresa una obligacin en U$S. La misma se dar por cancelada mediante la entrega de
U$D 7.500 + IVA su equivalente en pesos considerando el tipo de cambio vendedor de cierre del BNA da
pago.
CANCELAR LA PRESENTE FACTURA MEDIANTE TRANSFERENCIA BANCARIA:
ALTERNATIVAS INTELIGENTES SA
CUIT: 33-71551475-9
SANTANDER RIO
Cuenta Corriente en PESOS NRO 408-001329/1
CBU: 0720408520000000132918
ALIAS: CARTEL.NUCLEO.CUPULA",Dólares,,1,7500,0,7500,10912500
31/12/2025,INDECAR MAQUINARIAS S.A.,CRM-CRM Ampliado,Customizaciones,A-00007-00000755,Factura,,	 Customizaciones - Parte 1 - Cierre 50% - 7.500 USD + IVA,"Customizaciones - Parte 1 - Cierre 50%
La presente factura expresa una obligacin en U$S. La misma se dar por cancelada mediante la entrega de
U$D 7.500 + IVA su equivalente en pesos considerando el tipo de cambio vendedor de cierre del BNA da
pago.
CANCELAR LA PRESENTE FACTURA MEDIANTE TRANSFERENCIA BANCARIA:
ALTERNATIVAS INTELIGENTES SA
CUIT: 33-71551475-9
SANTANDER RIO
Cuenta Corriente en PESOS NRO 408-001329/1
CBU: 0720408520000000132918
ALIAS: CARTEL.NUCLEO.CUPULA",Dólares,,1,7500,0,7500,10912500
31/12/2025,INDECAR MAQUINARIAS S.A.,CRM-CRM Ampliado,Customizaciones,A-00007-00000756,Factura,,Customizaciones - Parte 2 - Anticipo 50% - 5000 USD + IVA,"Customizaciones - Parte 2 - Anticipo 50%
La presente factura expresa una obligacin en U$S. La misma se dar por cancelada mediante la entrega de
U$D 5.000 + IVA su equivalente en pesos considerando el tipo de cambio vendedor de cierre del BNA da
pago.
CANCELAR LA PRESENTE FACTURA MEDIANTE TRANSFERENCIA BANCARIA:
ALTERNATIVAS INTELIGENTES SA
CUIT: 33-71551475-9
SANTANDER RIO
Cuenta Corriente en PESOS NRO 408-001329/1
CBU: 0720408520000000132918
ALIAS: CARTEL.NUCLEO.CUPULA",Dólares,,1,5000,0,5000,7275000
31/12/2025,INDECAR MAQUINARIAS S.A.,CRM-CRM Ampliado,Customizaciones,A-00007-00000757,Factura,,Customizaciones - Parte 2 - Cierre 50% - 5.000 USD + IVA,"Customizaciones - Parte 2 - Cierre 50%
La presente factura expresa una obligacin en U$S. La misma se dar por cancelada mediante la entrega de
U$D 5.000 + IVA su equivalente en pesos considerando el tipo de cambio vendedor de cierre del BNA da
pago.
CANCELAR LA PRESENTE FACTURA MEDIANTE TRANSFERENCIA BANCARIA:
ALTERNATIVAS INTELIGENTES SA
CUIT: 33-71551475-9
SANTANDER RIO
Cuenta Corriente en PESOS NRO 408-001329/1
CBU: 0720408520000000132918
ALIAS: CARTEL.NUCLEO.CUPULA",Dólares,,1,5000,0,5000,7275000
31/12/2025,CENTRO AGROPECUARIO MODELO SA,Portal de clientes y proveedores / Cuenta Digital- Cotizador integral/Cotizador con lista de precios,Licencia,A-00007-00000083,Nota de Crédito,,,aplica a FAC 7-665 Y NC 7-80,Pesos Argentinos,,-1,5100000,0,-5100000,-5100000
31/12/2025,CENTRO AGROPECUARIO MODELO SA,Portal de clientes y proveedores / Cuenta Digital- Cotizador integral/Cotizador con lista de precios,Licencia,A-00007-00000082,Nota de Crédito,,,"APLICA A 
FAC 7-664
NC 7-79
Baja Churn
",Pesos Argentinos,,-1,13200000,0,-13200000,-13200000
30/12/2025,RECTA AGRO S.A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000752,Factura,,1800 USD +IVA al TC 30-12-2025 - $1480, Factura Licencia- submódulo Cuenta Digital,Pesos Argentinos,,1,2664000,0,2664000,2664000
22/12/2025,CORTEVA SEEDS ARGENTINA S. R. L.,Desarrollo a medida,A medida,A-00007-00000046,Factura de Crédito Mipyme,,"	 U$D 26812,5 + IVA","Evolutivo VLS - 5: U$D8.937,5 + IVA
Evolutivo VLS - Cierre: U$D17.875 + IVA
Orden de Compra: PO 9900086788
Conformidad Cliente 
18/12/2025",Dólares,,1,"26812,5",0,"26812,5",38878125
19/12/2025,BOLSA DE COMERCIO DE ROSARIO ASOCIACION CIVIL,Desarrollo a medida,A medida,A-00007-00000751,Factura,, Provisión de Servicios de Software (USD 21.855 TC a 1. 475 al 19/12/2025,,Pesos Argentinos,,1,32236125,0,32236125,32236125
17/12/2025,LA BRAGADENSE SOCIEDAD ANONIMA,Logística - Logística de fertilizantes,Licencia,A-00007-00000747,Factura,,	 U$D 500 + IVA . TC 1475 del 17-12,"Logistica de Fertilizantes-Abono mensual de Septiembre

""De acuerdo a lo conversado entre Lucas y Nicolás, se envían las facturas correspondientes al mantenimiento mensual y la licencia de la solución de Logística de Fertilizantes.""",Pesos Argentinos,,1,737500,0,737500,737500
17/12/2025,LA BRAGADENSE SOCIEDAD ANONIMA,Logística - Logística de fertilizantes,Licencia,A-00007-00000750,Factura,,	 U$D 500 + IVA . TC 1475 del 17-12,"Logistica de Fertilizantes-Abono mensual de Diciembre

""De acuerdo a lo conversado entre Lucas y Nicolás, se envían las facturas correspondientes al mantenimiento mensual y la licencia de la solución de Logística de Fertilizantes.""",Pesos Argentinos,,1,737500,0,737500,737500
17/12/2025,LA BRAGADENSE SOCIEDAD ANONIMA,Logística - Logística de fertilizantes,Licencia,A-00007-00000749,Factura,,	 U$D 500 + IVA . TC 1475 del 17-12,"Logistica de Fertilizantes-Abono mensual de Noviembre

""De acuerdo a lo conversado entre Lucas y Nicolás, se envían las facturas correspondientes al mantenimiento mensual y la licencia de la solución de Logística de Fertilizantes.""",Pesos Argentinos,,1,737500,0,737500,737500
17/12/2025,LA BRAGADENSE SOCIEDAD ANONIMA,Logística - Logística de fertilizantes,Licencia,A-00007-00000748,Factura,,	 U$D 500 + IVA . TC 1475 del 17-12,"Logistica de Fertilizantes-Abono mensual de Octubre

""De acuerdo a lo conversado entre Lucas y Nicolás, se envían las facturas correspondientes al mantenimiento mensual y la licencia de la solución de Logística de Fertilizantes.""",Pesos Argentinos,,1,737500,0,737500,737500
16/12/2025,AGRO GESTION DEL LITORAL SA,Portal de clientes y proveedores/Cotizador de insumos/CRM,Fee Inicial,A-00007-00000746,Factura,,668 USD + IVA al TC 1480 del 16-12-2025,Cuarta factura correspondiente al Fee inicial/ Integración Algoritmo,Pesos Argentinos,,1,988640,0,988640,988640
15/12/2025,CORTEVA SEEDS ARGENTINA S. R. L.,Desarrollo a medida,A medida,A-00007-00000045,Factura de Crédito Mipyme,,VLS Evolutivo 2025 - RA # 5: 48hs - VLS Evolutivo 2025 - RA # 6: 16hs   ,"Ref Orden de Compra: PO 9900086788
VLS Evolutivo 2025 - RA # 5: 48hs =  U$D2.880 + IVA
VLS Evolutivo 2025 - RA # 6: 16hs   =  U$D960 + IVA

La presente factura expresa una obligacin en U$S. La misma se dar por cancelada mediante la entrega de
U$D 3.840 + IVA su equivalente en pesos considerando el tipo de cambio vendedor de cierre del BNA da
pago.
CANCELAR LA PRESENTE FACTURA MEDIANTE TRANSFERENCIA BANCARIA:
ALTERNATIVAS INTELIGENTES SA
CUIT: 33-71551475-9
SANTANDER RIO
Cuenta Corriente en PESOS NRO 408-001329/1
CBU: 0720408520000000132918
ALIAS: CARTEL.NUCLEO.CUPULA",Dólares,,1,3840,0,3840,5533440
1/12/2025,GRUAS SAN BLAS S A,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000725,Factura,,(1800 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,2655000,0,2655000,2655000
1/12/2025,DAEMAR S.A. S. E. E.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000723,Factura,,(1761 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,2597475,0,2597475,2597475
1/12/2025,FER SEM S A C A I F Y M,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000735,Factura,,(1456 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,2147600,0,2147600,2147600
1/12/2025,CONCI S.A,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000714,Factura,,(1400 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,2065000,0,2065000,2065000
1/12/2025,GAVIGLIO COMERCIAL S. A.,Cotizador de Insumos - Cotizador con lista de precios,Licencia,A-00007-00000740,Factura,,(1200USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,1770000,0,1770000,1770000
1/12/2025,ARECO SEMILLAS S.A.,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000739,Factura,,(1200 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,1770000,0,1770000,1770000
1/12/2025,CEREALES QUEMU S A,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000743,Factura,,(1200USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,1770000,0,1770000,1770000
1/12/2025,GROBOCOPATEL HERMANOS SOCIEDAD  ANONIMA,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000742,Factura,,(1200USD TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,1770000,0,1770000,1770000
1/12/2025,ARECO SEMILLAS S.A.,Cotizador de Insumos - Cotizador con lista de precios,Licencia,A-00007-00000739,Factura,,(1200 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,1770000,0,1770000,1770000
1/12/2025,GAVIGLIO COMERCIAL S. A.,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000740,Factura,,(1200USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,1770000,0,1770000,1770000
1/12/2025,CAIO BIBILONI Y CIA S.R.L.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000734,Factura,,(1040 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,1534000,0,1534000,1534000
1/12/2025,MAS AGRO CENTRO S.A.S.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000737,Factura,,(1040 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,1534000,0,1534000,1534000
1/12/2025,EDUARDO BERAZA S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000733,Factura,,(1040 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,1534000,0,1534000,1534000
1/12/2025,GAVIGLIO COMERCIAL S. A.,Desarrollo a medida,A medida,A-00007-00000741,Factura,,Acompañamiento de producto (1000USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,1475000,0,1475000,1475000
1/12/2025,PUERTO ARROYO SECO SA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000729,Factura,,(800 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,1180000,0,1180000,1180000
1/12/2025,TOMAS HNOS Y CIA SA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000744,Factura,,(800USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,1180000,0,1180000,1180000
1/12/2025,GROBOCOPATEL HERMANOS SOCIEDAD  ANONIMA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000742,Factura,,(800USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,1180000,0,1180000,1180000
1/12/2025,GAVIGLIO COMERCIAL S. A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000740,Factura,,(800USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,1180000,0,1180000,1180000
1/12/2025,ARECO SEMILLAS S.A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000739,Factura,,(800 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,1180000,0,1180000,1180000
1/12/2025,BOLSA DE COMERCIO DE ROSARIO ASOCIACION CIVIL,Marketing - Gestión de campañas de marketing/Gestión de pedidos,Licencia,A-00007-00000745,Factura,,(700 USD  TC a 1475 al 01/12/2025),"Factura licencia Agromodo. Forma de Pago: Transferencia CBU 0720408520000000132918
Fecha de Pago: 1 día hábil de cada mes. Plazo de vínculo de comercial: 10/09/2025 al 10/09/2026.Renovación automática ",Pesos Argentinos,,1,1032500,0,1032500,1032500
1/12/2025,AGRICULTORES FEDERADOS ARGENTINOS SOC COOP LTDA,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000732,Factura,,(650 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,958750,0,958750,958750
1/12/2025,FER SEM S A C A I F Y M,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000735,Factura,,(624 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,920400,0,920400,920400
1/12/2025,ORTEGA HERMANOS S A,Cotizador de Insumos - Cotizador con lista de precios,Licencia,A-00007-00000738,Factura,,(613 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,904175,0,904175,904175
1/12/2025,GRUPO UNUS S.A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000717,Factura,,(570 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,840750,0,840750,840750
1/12/2025,BARTOLO J PONS S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000712,Factura,,(520 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,767000,0,767000,767000
1/12/2025,"COOPERATIVA AGRICOLA GANADERA ""CAMILO ALDAO"" LIMITADA",Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000715,Factura,,(520 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,767000,0,767000,767000
1/12/2025,GALVEZ CEREALES S.A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000716,Factura,,(520 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,767000,0,767000,767000
1/12/2025,FRANCISCO SELLART S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000726,Factura,,(520 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,767000,0,767000,767000
1/12/2025,HECTOR A  BOLZAN Y CIA  S R L,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000713,Factura,,(520 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,767000,0,767000,767000
1/12/2025,COOPERATIVA AGROPECUARIA LA PAZ LTDA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000720,Factura,,(520 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,767000,0,767000,767000
1/12/2025,MAS AGRO CENTRO S.A.S.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000737,Factura,,(520 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,767000,0,767000,767000
1/12/2025,COOPERATIVA AGRICOLA CONESA LIMITADA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000731,Factura,,(520 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,767000,0,767000,767000
1/12/2025,AGROSUR S.A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000711,Factura,,(520 USD  TC a 1475 01/12/25),,Pesos Argentinos,,1,767000,0,767000,767000
1/12/2025,GAVIGLIO COMERCIAL S. A.,Logística - Logística de fertilizantes,Licencia,A-00007-00000740,Factura,,(500USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,737500,0,737500,737500
1/12/2025,KIOSHI STONE SA,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000719,Factura,,(500 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,737500,0,737500,737500
1/12/2025,ORTEGA HERMANOS S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000738,Factura,,(491 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,724225,0,724225,724225
1/12/2025,EDP AGROINDUSTRIAL S.A.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000724,Factura,,(470 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,693250,0,693250,693250
1/12/2025,GAVIGLIO COMERCIAL S. A.,Portal de clientes y proveedores-Liquidación de fletes,Licencia,A-00007-00000740,Factura,,(400USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,590000,0,590000,590000
1/12/2025,GUAZZARONI GRECO SOCIEDAD ANONIMA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000736,Factura,,(400 USD  TC a 1475 al 01/12/2025),Bonifica Cuenta Digital Logistica Diesel ,Pesos Argentinos,,1,590000,0,590000,590000
1/12/2025,NUTRALMIX S.R.L.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000730,Factura,,(400 USD  TTC a 1475 al 01/12/2025),,Pesos Argentinos,,1,590000,0,590000,590000
1/12/2025,CEREALES QUEMU S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000743,Factura,,(400USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,590000,0,590000,590000
1/12/2025,ORTEGA HERMANOS S A,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000738,Factura,,(383 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,564925,0,564925,564925
1/12/2025,FLIEGL ARGENTINA S.R.L.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000721,Factura,,(350 USD  TC a 1475 al 01/12/2025),Bonifica atención al cliente,Pesos Argentinos,,1,516250,0,516250,516250
1/12/2025,MORERO SEMILLAS Y CEREALES S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000728,Factura,,(345 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,508875,0,508875,508875
1/12/2025,JUAN ANGEL CHAGALJ,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000722,Factura,,(300 USD  TC a 1475 al 01/12/2025),Bonifica atención al cliente,Pesos Argentinos,,1,442500,0,442500,442500
1/12/2025,INDAR CAMPOS S.R.L.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000718,Factura,,(300 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,442500,0,442500,442500
1/12/2025,FER SEM S A C A I F Y M,Soluciones Financieras - Tajetas Mastercard,Licencia,A-00007-00000735,Factura,,(260 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,383500,0,383500,383500
1/12/2025,TIERRA GREDA S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000727,Factura,,(250 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,368750,0,368750,368750
1/12/2025,ORTEGA HERMANOS S A,Mercado de Granos - Calculadora de negocios,Licencia,A-00007-00000738,Factura,,(230 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,339250,0,339250,339250
1/12/2025,CEREALES QUEMU S A,Logística - Integración MUVIN / ALGORITMO,Licencia,A-00007-00000743,Factura,,(200USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,295000,0,295000,295000
1/12/2025,GAVIGLIO COMERCIAL S. A.,Sustentabilidad - Integración Ciampagna,Licencia,A-00007-00000740,Factura,,(200USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,295000,0,295000,295000
1/12/2025,ORTEGA HERMANOS S A,Legajo Digital y Firma Electrónica - Onboarding,Licencia,A-00007-00000738,Factura,,(123 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,181425,0,181425,181425
1/12/2025,MAS AGRO CENTRO S.A.S.,Marketing - Gestión de Pedidos,Licencia,A-00007-00000737,Factura,,(65 USD  TC a 1475 al 01/12/2025),,Pesos Argentinos,,1,95875,0,95875,95875
28/11/2025,GAVIGLIO COMERCIAL S. A.,Portal Clientes y Proveedores - Solicitud de Pagos,Upselling Mejora Licencias,A-00007-00000708,Factura,,,Mejoras realizadas al sub-módulo Solicitud de Pagos- Anticipo 50%= U$D 6.525 + IVA.,Pesos Argentinos,,1,9624375,0,9624375,9624375
28/11/2025,BOLSA DE COMERCIO DE ROSARIO ASOCIACION CIVIL,A medida/Autoadministración de BOT,Fee Inicial,A-00007-00000707,Factura,,6380 USD + IVA al TC 28-11 1475,Desarrollo Autoadministracion de BOT(4.380 USD + IVA) Capacitación (2.000 USD + IVA),Pesos Argentinos,,1,9410500,0,9410500,9410500
28/11/2025,CORTEVA SEEDS ARGENTINA S. R. L.,Desarrollo a medida,A medida,A-00007-00000044,Factura de Crédito Mipyme,,	 VLS Evolutivo 2025 - RA # 1 y #2 50%,"VLS Evolutivo 2025 - RA # 1 = 84hs  | Cierre 50% = U$D2.520 + IVA
VLS Evolutivo 2025 - RA # 2 = 96hs  | Cierre 50% =  U$D2.880 + IVA
Ref Orden de Compra: PO 9900086788

La presente factura expresa una obligacin en U$S. La misma se dar por cancelada mediante la entrega de
U$D 5400 + IVA su equivalente en pesos considerando el tipo de cambio vendedor de cierre del BNA da
pago.
CANCELAR LA PRESENTE FACTURA MEDIANTE TRANSFERENCIA BANCARIA:
ALTERNATIVAS INTELIGENTES SA
CUIT: 33-71551475-9
SANTANDER RIO
Cuenta Corriente en PESOS NRO 408-001329/1
CBU: 0720408520000000132918
ALIAS: CARTEL.NUCLEO.CUPULA",Dólares,,1,5400,0,5400,7830000
28/11/2025,NDC NEGOCIOS DEL CAMPO S.A.,Customizing,On Demand,A-00007-00000710,Factura,,	 4000 USD + IVA TC 28-11-2025 1475,Customización mes3 según propuesta comercial,Pesos Argentinos,,1,5900000,0,5900000,5900000
28/11/2025,NDC NEGOCIOS DEL CAMPO S.A.,Fee Inicial de Licencias,Licencia,A-00007-00000709,Factura,,	 2500 USD + IVA al TC 28-11-2025 1475 ,Cuota 4 Plataforma SAILO según propuesta comercial,Pesos Argentinos,,1,3687500,0,3687500,3687500
28/11/2025,AGRO UCACHA S R L,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000081,Nota de Crédito,,(125 USD TC a 1415 al 18/11/2025),NC sobre factura 7-703,Pesos Argentinos,,-1,176875,0,-176875,-176875
25/11/2025,BOLSA DE COMERCIO DE ROSARIO ASOCIACION CIVIL,Desarrollo a medida,A medida,A-00007-00000706,Factura,, Provisión de Servicios de Software (USD 21.855 TC a 1. 470 al 25/11/2025),,Pesos Argentinos,,1,32126850,0,32126850,32126850
18/11/2025,BOLSA DE COMERCIO DE ROSARIO ASOCIACION CIVIL,Recupero de Gastos,Proveedor,A-00007-00000702,Factura,,168134 factura Algoritmo 50-32970 04-11-2025,"Aprobado por Arizaga, Maria Susana fecha 25-09-2025
168845 ""SAILO - Modificación GetEmitirPedidoLogistica #168134",Pesos Argentinos,,1,4288182,0,4288182,4288182
18/11/2025,CORTEVA SEEDS ARGENTINA S. R. L.,Desarrollo a medida,A medida,A-00007-00000705,Factura,,VLS Evolutivo 2025 - RA#4 ,"VLS Evolutivo 2025 - RA#4 = 24hs  -  U$D 1.440 + IVA
Ref Orden de Compra: PO 9900086788

La presente factura expresa una obligacin en U$S. La misma se dar por cancelada mediante la entrega de
U$D 1440 + IVA su equivalente en pesos considerando el tipo de cambio vendedor de cierre del BNA da
pago.
CANCELAR LA PRESENTE FACTURA MEDIANTE TRANSFERENCIA BANCARIA:
ALTERNATIVAS INTELIGENTES SA
CUIT: 33-71551475-9
SANTANDER RIO
Cuenta Corriente en PESOS NRO 408-001329/1
CBU: 0720408520000000132918
ALIAS: CARTEL.NUCLEO.CUPULA",Dólares,,1,1440,0,1440,2016000
18/11/2025,GAVIGLIO COMERCIAL S. A.,Portal de clientes y proveedores-Liquidación de fletes,Licencia,A-00007-00000704,Factura,,400 USD + IVA al TC 1415 del 18-11-2025,"Licencia recurrente por módulo Liquidación de fletes(factura de fletes)
",Pesos Argentinos,,1,566000,0,566000,566000
